time,gt_x,gt_y,noisy_gps_x,noisy_gps_y,est_x,est_y,in_blackout
0.032,-1.1095238011074482e-05,1.0834412181866289e-05,0.0021985277188159313,0.06104661117426439,-1.1095238011074482e-05,1.0834412181866289e-05,0
0.064,0.00010058438534238934,-0.000164913773197987,0.006211682820328725,-0.031073177725995826,0.0024780159853248452,-0.012422770443089213,0
0.096,0.0003519873056933286,-0.0005109864642236859,-0.009639089466189913,-0.021264125366937888,-0.0023688261952810588,-0.015959312412628684,0
0.128,0.0007444071696055997,-0.0010250382611297886,0.028020247658910955,-0.005734105188556671,0.009786803346395747,-0.011869229522999878,0
0.16,0.00127867691554151,-0.0017068002107526324,-0.006330775927854358,-0.004445843081539787,0.003339771636695705,-0.00889987494641584,0
0.192,0.0019558446712237493,-0.0025568598966681628,-0.035847916807394624,0.0012681901720672482,-0.012335303740940428,-0.004832648899022605,0
0.224,0.002777010655613853,-0.003576479498120587,0.001631903515104028,-0.008113642792287934,-0.006748420838522645,-0.0061450464563287364,0
0.256,0.0037430701903363797,-0.004767524507345315,0.03451934571803619,0.013822991407683026,0.009758685784100891,0.0018421686892759687,0
0.28800000000000003,0.004854454284585183,-0.006132401745688137,0.03388503424655537,-0.0052139376403445145,0.019409225169082684,-0.0009802738425722247,0
0.32,0.006110914271583769,-0.007673994306934102,0.028661417377441878,-0.0004569546139753886,0.023110102052426362,-0.0007709461511334903,0
0.352,0.0075113748589659066,-0.009395595153060534,-0.019012793047474972,-0.03270620005202352,0.006260944012465828,-0.013545047711489504,0
0.384,0.009053859237566709,-0.01130084338087629,0.02283711755165868,0.026036487257323705,0.01289141342814297,0.0022875662760357806,0
0.41600000000000004,0.010735474711940304,-0.01339366637942727,0.019812873559412303,0.003992052469459859,0.0156599974806507,0.0029693607534054117,0
0.448,0.012552439276100589,-0.015678229095768926,-0.011331253394065838,0.005485046957047313,0.004863497130764086,0.003975635234862172,0
0.48,0.014500128038627984,-0.018158889305278366,-0.010989729263116824,-0.030005233584094973,-0.0014777934267882786,-0.009616712292720687,0
0.512,0.016573121632042533,-0.020840155839745054,0.03968815463670874,-0.025957058415204983,0.014988585798610529,-0.016152850741714405,0
0.544,0.018765244582169344,-0.02372664565445312,0.053633343155825866,-0.0015049137812326932,0.030446488741496663,-0.01029367595752172,0
0.5760000000000001,0.021069588092943427,-0.02682303560468545,0.022223490747909296,-0.005276162804965852,0.027157289544061717,-0.008286670696499373,0
0.608,0.02347851734086969,-0.030134005732898313,0.045256553020762647,-0.048153070582682256,0.03439699493474209,-0.024233230650972527,0
0.64,0.02598366731302084,-0.03366417239589439,-0.03766158895886406,-0.016130481141827753,0.005573561377299627,-0.02099213084731462,0
0.672,0.028575933203053155,-0.03741801125008198,-0.0006270773557234925,-0.03487697165376329,0.0030933058840903788,-0.02654606716989409,0
0.704,0.031245461611335228,-0.04139977156317092,0.0735571177874267,-0.0758563918472246,0.03127883064542491,-0.0462701970408263,0
0.736,0.033981647777765286,-0.045613384262960514,0.00441042097372199,-0.012087624223468582,0.02053146677674374,-0.032597167913883215,0
0.768,0.03677314241390188,-0.05006236646890773,0.06473518735499406,-0.03592561514705275,0.03821295500804387,-0.03392854680715103,0
0.8,0.03960786995074774,-0.054749725041553954,0.09088431450928508,-0.07973393773455122,0.05928149880854036,-0.052250703178111105,0
0.8320000000000001,0.04247175530054413,-0.05968626834953678,0.02426623039081314,-0.06731519491952732,0.0454693546978136,-0.05852906034454834,0
0.864,0.04535454666768851,-0.06488213926740731,0.08207178745347121,-0.03275302944487134,0.06049019576523683,-0.04878802596817694,0
0.896,0.04824761088864407,-0.07034696456794895,0.08029635562396575,-0.03356340099459293,0.06893842892579206,-0.043616601891650585,0
0.928,0.0511427014193925,-0.07609047578874975,0.050015406738802184,-0.056424465998439005,0.06199418044443883,-0.05003446074314459,0
0.96,0.0540312100935726,-0.08212263219124126,0.029682343520474115,-0.09268460301182774,0.04974077327146384,-0.06878634436106498,0
0.992,0.05690348584290861,-0.08845352660078064,0.06621774688347326,-0.12510348114705916,0.05699121220296666,-0.09341517902300425,0
1.024,0.059748253169881395,-0.09509316641854844,0.06357058677612533,-0.09790689547727141,0.06020886257577965,-0.09772799248078384,0
1.056,0.06255218719972933,-0.10205116938393832,0.08726189528863415,-0.03850919765506548,0.07147761930440391,-0.07696461712847048,0
1.088,0.06529967071767029,-0.10933640897868638,0.05481856016159704,-0.10832541629295632,0.06505779332194633,-0.09282400688068297,0
1.12,0.06797272621470449,-0.11695664097710569,0.027054376146163357,-0.1510148528102702,0.04983229249244299,-0.11977777538914541,0
1.1520000000000001,0.07055109378947924,-0.1249181324177252,0.052027411835709414,-0.0952446027901443,0.050357452202189006,-0.11396409476165453,0
1.184,0.07301409737366113,-0.13322063834479714,0.07068200528364182,-0.14272339572848664,0.05775018330125561,-0.12973794310833542,0
1.216,0.07534271589908352,-0.14185217808839354,0.06330459248202705,-0.13707186477525032,0.05880225436892612,-0.13714982138077159,0
1.248,0.07751869827662222,-0.1507943746128286,0.016058341178320175,-0.2175491596342765,0.04006289660456899,-0.173923969454818,0
1.28,0.07952812015157673,-0.16002465763635554,0.13588139521080317,-0.14337170933646115,0.0762478177813728,-0.16637270183649272,0
1.312,0.080185105822968,-0.17011894058969598,0.08451877209795125,-0.210964123218216,0.07690360853094787,-0.1888491832341705,0
1.344,0.07817215433857853,-0.18140333353072213,0.08415385813598641,-0.1941925550809271,0.07667466084513039,-0.19552503658830633,0
1.3760000000000001,0.07567820091573693,-0.19288673464946401,0.09677323585272421,-0.1552145979924422,0.08117038497245921,-0.1837786446120298,0
1.408,0.07140109863605654,-0.20455303526794075,0.07261795893394939,-0.2128426774302531,0.07385898530532214,-0.1995803801063697,0
1.44,0.0619062875996375,-0.21689093001208745,0.07886759220425618,-0.20400309866255265,0.06752361637157005,-0.20926074783288162,0
1.472,0.04957539463237948,-0.229724981135095,0.06463489337397806,-0.20463922721459205,0.05759334262821168,-0.21487605001321838,0
1.504,0.03746491709448942,-0.24306884843382265,0.04762860619543955,-0.2863773271385559,0.04451399279046456,-0.25052655827550685,0
1.536,0.02581540763467713,-0.2513597216396416,0.05315695377242688,-0.23732813509786724,0.0433017413708694,-0.24857608224689248,0
1.568,0.014452838934706736,-0.25770823351508565,0.05898748811326937,-0.24308522762950677,0.04481076105597727,-0.24952192158432024,0
1.6,0.0032477154584836156,-0.26373565372385166,-0.007603895376390616,-0.2654444920886565,0.019005809457351475,-0.2588567319371402,0
1.6320000000000001,-0.0077792541229750305,-0.26965593580259944,-0.02547778119936226,-0.21855608243968755,-0.0036814147603061696,-0.2455388425896713,0
1.6640000000000001,-0.01861444545803942,-0.2755439736756744,-0.07032553405145811,-0.23296486335697725,-0.0352715767006014,-0.24316334954009317,0
1.696,-0.029248793399201174,-0.28143799963370464,-0.0443543242488731,-0.25058707623217125,-0.0438629410817888,-0.24865539732714398,0
1.728,-0.03967662133027974,-0.28736443079062474,-0.10117883789967544,-0.2774301511716693,-0.07176310742525788,-0.2625741679051079,0
1.76,-0.0498955172269331,-0.2933437961667169,-0.04930069272742514,-0.3213098570173553,-0.06775975029506776,-0.2883822207773282,0
1.792,-0.05990622462900426,-0.2993920864115426,-0.12605831030974785,-0.30079468597956477,-0.09606296412431084,-0.29558493197355445,0
1.824,-0.06971232856884647,-0.3055210948811942,-0.024730500163669067,-0.24754739919845298,-0.0725120720096595,-0.27855084969059685,0
1.856,-0.07931973974055256,-0.3117386562401152,-0.049639372959164166,-0.30444201528908377,-0.06834085837758665,-0.2910507680710813,0
1.8880000000000001,-0.08873604576393243,-0.3180490038664731,-0.09395162153977893,-0.3143282798205611,-0.08355721413633675,-0.3024870132249373,0
1.92,-0.09796982023856556,-0.3244532685695261,-0.09738415109477283,-0.3431488196220674,-0.09405317717239922,-0.3208779179324027,0
1.952,-0.10702997733656536,-0.3309500721355021,-0.09002381299833302,-0.3323567564163536,-0.09739885701257481,-0.32761557963640936,0
1.984,-0.11592523876950286,-0.33753614637794804,-0.029365984208768056,-0.334986728715806,-0.07513423140187234,-0.332748937585862,0
2.016,-0.12466374946853022,-0.3442069101508323,-0.08119047956054268,-0.28679106921276565,-0.08249460072445378,-0.3166080896040191,0
2.048,-0.13325284720333389,-0.3509569536208141,-0.14251282310164481,-0.3493902667034821,-0.11142638143649497,-0.3320390528824908,0
2.08,-0.14169896659946843,-0.35778040305576186,-0.16714636813707184,-0.3490426218992821,-0.1386214430889816,-0.34125245598040854,0
2.112,-0.15000764315930798,-0.36467116352224527,-0.13740992148252595,-0.3937364374624819,-0.14302077471328709,-0.36476959144019827,0
2.144,-0.1581835781705485,-0.371623056322231,-0.10950453313569142,-0.38410271296215587,-0.13446741803780446,-0.3751550760047918,0
2.176,-0.16623072866744232,-0.37862988057904295,-0.14771122781254453,-0.41110113401958875,-0.1445773426756464,-0.3923307834754639,0
2.208,-0.1741523946818592,-0.3856854344351905,-0.18152277887135784,-0.4059942431760611,-0.16411471108164427,-0.40075380553184237,0
2.24,-0.18195128565888605,-0.39278353282002126,-0.19953531252587642,-0.3613115896835748,-0.18297371992767159,-0.38810881414792775,0
2.2720000000000002,-0.18962955651635963,-0.3999180582269194,-0.14497415317722914,-0.38601212159153137,-0.17237809720950373,-0.3905883571471227,0
2.3040000000000003,-0.19712277152845875,-0.40676385301496787,-0.18323060236370628,-0.4101256912638684,-0.18121654923473574,-0.4019163199057064,0
2.336,-0.2043488385884769,-0.41277188457436575,-0.26388160594865284,-0.448878048728651,-0.21865885990985698,-0.42440405017556143,0
2.368,-0.21711705585080804,-0.42335028591851726,-0.20845667216516928,-0.4260136366390315,-0.22307818280109704,-0.43279428948017884,0
2.4,-0.23127783174386468,-0.43558203722291916,-0.18465389712482574,-0.43558783207631835,-0.21597144770397686,-0.4419348669147908,0
2.432,-0.24561588995057657,-0.44879796186906995,-0.262510389016979,-0.44273299037928193,-0.24264843418014845,-0.4504828073243089,0
2.464,-0.2590142670945062,-0.461869434101242,-0.26377360986228787,-0.45916295074654445,-0.25898249911520277,-0.46234492124748666,0
2.496,-0.2724226684233719,-0.47491907770504066,-0.3128682503774134,-0.4619304710506508,-0.28826518326863104,-0.4706981140049164,0
2.528,-0.2859184482147962,-0.4879337395251867,-0.31243775885415226,-0.5094252734552576,-0.30553217230522317,-0.494807127175812,0
2.56,-0.2946632048921818,-0.4980097684837912,-0.305621017958739,-0.5728860792628669,-0.3093249292879604,-0.5303755524255425,0
2.592,-0.3029780584801145,-0.5080678968725507,-0.33863080115654204,-0.49720886022715033,-0.32477858467325343,-0.5214618600143758,0
2.624,-0.31134304472942653,-0.5181544006770145,-0.30781297016114806,-0.4892505634926906,-0.32171317838755736,-0.5129351382237173,0
2.656,-0.3198761614656363,-0.5282198165330998,-0.27356989016361594,-0.5189602048390046,-0.3061818908772033,-0.5196968127457329,0
2.688,-0.3283815965108716,-0.5382472813633595,-0.2974951315828837,-0.5170435046372693,-0.30645349124294174,-0.5229705899882692,0
2.72,-0.3367292056134995,-0.5480254602407814,-0.3254832355261913,-0.5236210781896528,-0.3178459284218872,-0.5275393915909958,0
2.7520000000000002,-0.34485061170220166,-0.5574014246711856,-0.33015017819738973,-0.5836325528919679,-0.32659531885254933,-0.5542487843278174,0
2.7840000000000003,-0.3556793483625997,-0.5694923018116872,-0.37237675079690286,-0.5492304262335944,-0.35266320289130115,-0.5607087613003353,0
2.816,-0.3672870107163394,-0.5821382723276506,-0.355880479417746,-0.6178102848745473,-0.3618264494191029,-0.5919170648179897,0
2.848,-0.3796106163805094,-0.5951659244263596,-0.3720264489888995,-0.6186345119597011,-0.37392595410740326,-0.6108483404372533,0
2.88,-0.3927570963169596,-0.6085467807574042,-0.3764181696699457,-0.6162268383641099,-0.3831054368178789,-0.6210951755533075,0
2.912,-0.4062872941479675,-0.6220198997647457,-0.443417244155361,-0.6271622399850787,-0.415545718704167,-0.6314906821069276,0
2.944,-0.4201137644672587,-0.635291955693905,-0.40704851454990826,-0.6410776486545051,-0.4205362338301786,-0.643220025231463,0
2.976,-0.43418609602129477,-0.6484342495978057,-0.4703172386904428,-0.682141905889669,-0.4488572662845525,-0.6666630322009404,0
