time,x,y,heading
0.512,0.016573121632042533,-0.020840155839745054,-0.3625651951068483
1.024,0.059748253169881395,-0.09509316641854844,-1.34201512888228
1.536,0.02581540763467713,-0.2513597216396416,-2.5222538889051394
2.048,-0.13325284720333389,-0.3509569536208141,-2.701636270234419
2.56,-0.2946632048921818,-0.4980097684837912,-2.28470531155391
3.072,-0.4763522335464139,-0.6878082817418091,-2.3867364834569464
3.584,-0.6993609459006194,-0.8992046261358074,-2.383296296783508
4.096,-0.9223844137026501,-1.110470680966688,-2.383195307850616
4.6080000000000005,-1.1453909282754628,-1.321752186065922,-2.383180933830284
5.12,-1.3683967866718787,-1.5330344600013328,-2.383180972563572
5.632,-1.591403083547676,-1.7443163205407355,-2.3831865654487308
6.144,-1.814408989078674,-1.9555985980349204,-2.383184310819493
6.656000000000001,-2.0374154128079884,-2.1668803413805473,-2.383181259340217
7.168,-2.260421545404471,-2.3781623914449144,-2.383186909394275
7.68,-2.483427494128238,-2.5894446303386616,-2.3831832100046424
8.192,-2.7064339476570654,-2.8007263455697955,-2.3831818861780216
8.704,-2.9294399671687197,-3.012008513911068,-2.3831871035038006
9.216000000000001,-3.152445980206433,-3.223290686120585,-2.383182109334338
9.728,-3.3754524179866534,-3.4345724186856947,-2.383182722500317
10.24,-3.5984583304017033,-3.6458546983333178,-2.3831869154222587
10.752,-3.8214644126726056,-3.857136798948256,-2.3831811017622764
11.264,-4.044470791720118,-4.068418593624803,-2.38318360181215
11.776,-4.228884258866928,-4.243133494159439,-2.383197800981921
12.288,-4.338854649140745,-4.347322309515098,-2.383172017393371
12.8,-4.404442080393839,-4.409730040526219,-2.373389253681563
13.312000000000001,-4.430129907383534,-4.459608421933167,-1.8778101193807986
13.824,-4.412583286321724,-4.481573351868783,-0.8070091877957092
14.336,-4.26927498621855,-4.46327246590691,0.18923817738120696
14.848,-4.042861577564907,-4.4272413174621645,0.10199669006031702
15.36,-3.7476052429974693,-4.426468608846918,-0.00685370548691069
15.872,-3.44039156650101,-4.429062880604031,-0.00880837014772061
16.384,-3.133203470656186,-4.431770779947792,-0.008954928852640367
16.896,-2.8260158229228747,-4.434521937498451,-0.008943581714347185
17.408,-2.518828136115429,-4.4372679958778125,-0.008936076345987986
17.92,-2.2116404169586255,-4.440012980815037,-0.008938826743098628
18.432000000000002,-1.9044526919016684,-4.4427588335384565,-0.00893524868646725
18.944,-1.5972649630208586,-4.445504559646285,-0.008938957822674337
19.456,-1.2900772335980308,-4.448249872442227,-0.008937993353464645
19.968,-0.9828895047937213,-4.450995740470794,-0.00893530648723514
20.48,-0.6757017743310462,-4.453741348013224,-0.008939464665089308
20.992,-0.36851404470917765,-4.4564867028053055,-0.00893715590429005
21.504,-0.06132631549470551,-4.459232607248157,-0.008935704592009496
22.016000000000002,0.24586141520320318,-4.461978096269122,-0.008939704802661689
22.528,0.5530491446813601,-4.464723516625243,-0.008936339742897328
23.04,0.8602368742683367,-4.467469420308343,-0.008936297067400614
23.552,1.167424605082909,-4.470214800163698,-0.008939666441529564
24.064,1.4746123344872377,-4.472960303328424,-0.008935628721614337
24.576,1.781800064512116,-4.47570616578205,-0.008937004679847376
25.088,2.0889877953855454,-4.478451454661196,-0.00893934303288213
25.6,2.3961755248498937,-4.481197044407312,-0.008935085842472159
26.112000000000002,2.7033632553695432,-4.483942825190887,-0.008937731137506169
26.624000000000002,3.0105509862993047,-4.48668804417581,-0.008938751797172304
27.136,3.3177387160427845,-4.489433706680441,-0.00893472265012016
27.648,3.6249264471348215,-4.492179364611609,-0.008938367035939523
28.16,3.9317317281768442,-4.494921168757495,-0.008940562772219161
28.672,4.1624024853210075,-4.496986270782368,-0.008941600264355965
29.184,4.299334388350453,-4.498209118605122,-0.00892485937749852
29.696,4.382277891905569,-4.496675244653071,0.05855497068806944
30.208000000000002,4.430970629552415,-4.471894248023357,0.720814843288605
30.72,4.443784599101686,-4.343312498005381,1.6120888653544099
31.232,4.435784698519795,-4.124064252121844,1.5254436215939728
31.744,4.453002053006197,-3.999373380597025,1.2191051097990362
32.256,4.461359152841441,-3.936956498263962,1.712499891235266
32.768,4.440898689963495,-3.9130813253976244,2.7887983301766854
33.28,4.237368875428963,-3.9389216598817947,-2.91450860789752
33.792,3.9907976850149542,-3.9594723208778726,3.1091469340573696
34.304,3.6847124009554135,-3.9548363577831087,3.1290687955889203
34.816,3.3775325498839286,-3.950886313391761,3.128877637297015
35.328,3.0703577465493055,-3.946954192837555,3.1287696814018378
35.84,2.763183016552347,-3.9430180247088247,3.1287902511436028
36.352000000000004,2.4560082275095896,-3.9390843852705197,3.1287847583973667
36.864000000000004,2.1488334234636643,-3.9351507745536427,3.1287861208435204
37.376,1.8416586193813747,-3.9312163808271183,3.1287891478986265
37.888,1.534483809534329,-3.9272824565712985,3.1287836420767947
38.4,1.2273089999429088,-3.9233487537926397,3.1287873823388903
38.912,0.920134193172669,-3.9194143475444876,3.128788457762662
39.424,0.6129593818848071,-3.9154805641346138,3.1287834611231835
39.936,0.30578457276192506,-3.9115467533532753,3.128788384813582
40.448,-0.0013902346638094212,-3.9076123640430445,3.12878755598001
40.96,-0.30856504647013955,-3.903678705222886,3.1287836576893855
41.472,-0.6157398549464114,-3.899744768385956,3.128789185920924
41.984,-0.9229146631987016,-3.8958104463803775,3.128786546259269
42.496,-1.2300894752562086,-3.8918768787813853,3.1287842104642083
43.008,-1.5372642832386267,-3.8879428146102364,3.1287897054352003
43.52,-1.8444390925037746,-3.884008605733988,3.1287855540739757
44.032000000000004,-2.151613904592431,-3.8800750893749747,3.1287850684577756
44.544000000000004,-2.4587887123552874,-3.8761409150773414,3.1287899040793
45.056,-2.765963522761934,-3.8722068573624893,3.128784704669717
45.568,-3.073138334763662,-3.868273354667443,3.128786159906625
46.08,-3.3803131427256474,-3.8643391068872903,3.1287898163765484
46.592,-3.6874879543861385,-3.8604052333749226,3.1287840989934526
47.104,-3.9890256789207514,-3.8565433797428477,3.1287723055419816
47.616,-4.196362064678926,-3.8538849115882132,3.1287874210795437
48.128,-4.319517842577609,-3.852309036491501,3.128800789427837
48.64,-4.40677007503922,-3.843788843573371,2.9870319537508174
49.152,-4.476790008267881,-3.818689855819491,2.4402019732850904
49.664,-4.449940028611026,-3.790924560528625,1.7558087449950552
50.176,-4.444964161529866,-3.5843605921365755,1.5038268967067143
50.688,-4.459030657659191,-3.424618535168877,1.7957631443610043
51.2,-4.476791045483951,-3.330575668888137,1.73204606106566
51.712,-4.46553402337972,-3.225767249783052,1.2398156081227973
52.224000000000004,-4.393000702929819,-3.082817847038871,0.17270516554126353
52.736000000000004,-4.184277564584967,-3.097939777830452,-0.3197925568512342
53.248000000000005,-3.9770607116744907,-3.114623412833996,0.015283900323455644
53.76,-3.670460716581388,-3.1180008064045537,-0.01265066783013697
54.272,-3.3632675440057533,-3.1210304110321414,-0.010329789000933936
54.784,-3.0560833119311077,-3.1241600248657053,-0.01002696077111233
55.296,-2.7488989033361073,-3.1272378583359535,-0.010029638056993815
