time,gt_x,gt_y,noisy_gps_x,noisy_gps_y,est_x,est_y,in_blackout
0.032,-1.1095238011074482e-05,1.0834412181866289e-05,-0.025023452538420827,-0.01935829225144632,-1.1095238011074482e-05,1.0834412181866289e-05,0
0.064,0.00010058438534238934,-0.000164913773197987,0.011960526756982285,0.004826491900342688,0.00477755355998627,0.001937097407446195,0
0.096,0.0003519873056933286,-0.0005109864642236859,0.026723576899665015,0.0021006226697514174,0.01355596289585777,0.002002507512368284,0
0.128,0.0007444071696055997,-0.0010250382611297886,-0.031551969384751036,0.010731205304462678,-0.004487210016385754,0.005493986629206041,0
0.16,0.00127867691554151,-0.0017068002107526324,-0.024543181406158042,-0.020924886749237596,-0.012509598572294668,-0.005073562722171415,0
0.192,0.0019558446712237493,-0.0025568598966681628,-0.028686815150729576,-0.044911189439762134,-0.018980485203668632,-0.021008613409207705,0
0.224,0.002777010655613853,-0.003576479498120587,-0.0525697809152752,-0.025255287537013324,-0.032416203488311264,-0.02270728306032995,0
0.256,0.0037430701903363797,-0.004767524507345315,0.040893278590070026,0.10120206755692718,-0.0030924106569587446,0.026856457186572903,0
0.28800000000000003,0.004854454284585183,-0.006132401745688137,0.08598486952247014,0.02221195800576277,0.032538501414812813,0.024998657514248852,0
0.32,0.006110914271583769,-0.007673994306934102,0.009539902482584293,0.06592177408455353,0.023339061841921405,0.04136790414237072,0
0.352,0.0075113748589659066,-0.009395595153060534,-0.037878040450831076,-0.0036616020738615886,-0.001147779075179588,0.0233561016558778,0
0.384,0.009053859237566709,-0.01130084338087629,0.004858907983515297,-0.03853426642222936,0.0012548957482983662,-0.0014000455753650654,0
0.41600000000000004,0.010735474711940304,-0.01339366637942727,0.0065273242828731625,0.0018753761866090388,0.0033638671621282847,-8.987687057542373e-05,0
0.448,0.012552439276100589,-0.015678229095768926,0.0298314561856546,-0.009913310216513723,0.013950902771538811,-0.004019250208950743,0
0.48,0.014500128038627984,-0.018158889305278366,-0.005567481696025639,-0.005342739449871242,0.0061435489845130305,-0.004548645905318943,0
0.512,0.016573121632042533,-0.020840155839745054,0.01322245892909365,-0.017312947757535332,0.008975112962345278,-0.009654366646205498,0
0.544,0.018765244582169344,-0.02372664565445312,0.044086885709684,0.014958346471957318,0.023019822061280767,0.0001907186010596286,0
0.5760000000000001,0.021069588092943427,-0.02682303560468545,0.032924217731504495,-0.08992242741410365,0.02698158032937026,-0.03585453980500569,0
0.608,0.02347851734086969,-0.030134005732898313,0.029146585182431173,-0.06370293130372792,0.027847582270594622,-0.046993896404494584,0
0.64,0.02598366731302084,-0.03366417239589439,0.017865040489434422,-0.03510577099335848,0.023854565558130543,-0.04223864624004014,0
0.672,0.028575933203053155,-0.03741801125008198,0.08604159512440171,-0.027290758721677036,0.04872937738463901,-0.036259491232694896,0
0.704,0.031245461611335228,-0.04139977156317092,0.02753015707105994,-0.025067068446069957,0.04024968925920738,-0.03178252211804492,0
0.736,0.033981647777765286,-0.045613384262960514,0.037486872064422104,-0.09487184931857434,0.03914456238129327,-0.05701825299825669,0
0.768,0.03677314241390188,-0.05006236646890773,0.04876308042952196,-0.03448766152143731,0.04299196960058475,-0.04800601640752894,0
0.8,0.03960786995074774,-0.054749725041553954,0.07352334820897052,-0.08492903521909964,0.05520452104393906,-0.06277522393215722,0
0.8320000000000001,0.04247175530054413,-0.05968626834953678,0.0821689954743533,-0.022815771579210636,0.06618427407246888,-0.047044003460849325,0
0.864,0.04535454666768851,-0.06488213926740731,0.07830952525126939,-0.1122606077720403,0.07141424250914927,-0.07370002316882512,0
0.896,0.04824761088864407,-0.07034696456794895,-0.01311663395962056,-0.04393772525524871,0.038127661138705,-0.0627135299163018,0
0.928,0.0511427014193925,-0.07609047578874975,0.0735013385949426,-0.047116342749976475,0.05290209251464275,-0.05776936825855031,0
0.96,0.0540312100935726,-0.08212263219124126,0.09753149477543777,-0.08282999439288742,0.07142518101557166,-0.06948544542273227,0
0.992,0.05690348584290861,-0.08845352660078064,0.05884215317491189,-0.09711121679490692,0.0670516193660068,-0.08263773391914372,0
1.024,0.059748253169881395,-0.09509316641854844,0.06864079067867844,-0.09425886427875593,0.06827318843462497,-0.08980231293906134,0
1.056,0.06255218719972933,-0.10205116938393832,0.08743792747591413,-0.1080049501227195,0.0763866276946231,-0.1000075103904986,0
1.088,0.06529967071767029,-0.10933640897868638,0.09223354254364187,-0.12037726749979083,0.08296919130889578,-0.11147048332063365,0
1.12,0.06797272621470449,-0.11695664097710569,0.0576718953820426,-0.14712326617355775,0.07282613897896437,-0.12940902659843084,0
1.1520000000000001,0.07055109378947924,-0.1249181324177252,0.14130838715524546,-0.1320447898211991,0.09986615022191625,-0.13446292029964774,0
1.184,0.07301409737366113,-0.13322063834479714,0.07781582551123829,-0.08909663415261349,0.09030893020413054,-0.12058653380078208,0
1.216,0.07534271589908352,-0.14185217808839354,0.046635612679809604,-0.14949425980323197,0.0716699105897641,-0.13662793380743224,0
1.248,0.07751869827662222,-0.1507943746128286,0.04450753593071321,-0.1990267850385145,0.059163168238029,-0.1662018870725096,0
1.28,0.07952812015157673,-0.16002465763635554,0.0641809862011026,-0.17837553307436566,0.05902781715756857,-0.1757409819022695,0
1.312,0.080185105822968,-0.17011894058969598,0.09300931835907615,-0.21589888461692944,0.06996782666111528,-0.19644405583312194,0
1.344,0.07817215433857853,-0.18140333353072213,0.10861330911446498,-0.14506149800240212,0.08229697211462228,-0.1804295373162672,0
1.3760000000000001,0.07567820091573693,-0.19288673464946401,0.03706994938025305,-0.177766291660135,0.06066245714516588,-0.18374202251588345,0
1.408,0.07140109863605654,-0.20455303526794075,0.06111902235316051,-0.20862455997472223,0.05695465397663059,-0.19787115986646955,0
1.44,0.0619062875996375,-0.21689093001208745,0.04715854118298112,-0.20467411934915652,0.04469739716584509,-0.20850362396358307,0
